[Arguments] => mode: train, epoches: 10, batch: 8, load: None, save: first
Train[05/10]: 453/512, [============================================>     ],  88.48%, loss=0.2789, total=158.6906
Train[05/10]: 454/512, [============================================>     ],  88.67%, loss=0.2895, total=158.9800
Train[05/10]: 455/512, [============================================>     ],  88.87%, loss=0.3498, total=159.3299
Train[05/10]: 456/512, [============================================>     ],  89.06%, loss=0.4006, total=159.7304
Train[05/10]: 457/512, [============================================>     ],  89.26%, loss=0.3210, total=160.0514
Train[05/10]: 458/512, [============================================>     ],  89.45%, loss=0.3101, total=160.3616
Train[05/10]: 459/512, [============================================>     ],  89.65%, loss=0.3593, total=160.7209
Train[05/10]: 460/512, [============================================>     ],  89.84%, loss=0.3417, total=161.0625
Train[05/10]: 461/512, [=============================================>    ],  90.04%, loss=0.3485, total=161.4110
Train[05/10]: 462/512, [=============================================>    ],  90.23%, loss=0.3186, total=161.7296
Train[05/10]: 463/512, [=============================================>    ],  90.43%, loss=0.3540, total=162.0836
Train[05/10]: 464/512, [=============================================>    ],  90.62%, loss=0.2769, total=162.3605
Train[05/10]: 465/512, [=============================================>    ],  90.82%, loss=0.3464, total=162.7069
Train[05/10]: 466/512, [=============================================>    ],  91.02%, loss=0.3183, total=163.0252
Train[05/10]: 467/512, [=============================================>    ],  91.21%, loss=0.2769, total=163.3021
Train[05/10]: 468/512, [=============================================>    ],  91.41%, loss=0.3041, total=163.6062
Train[05/10]: 469/512, [=============================================>    ],  91.60%, loss=0.3242, total=163.9304
Train[05/10]: 470/512, [=============================================>    ],  91.80%, loss=0.2922, total=164.2225
Train[05/10]: 471/512, [=============================================>    ],  91.99%, loss=0.2994, total=164.5220
Train[05/10]: 472/512, [==============================================>   ],  92.19%, loss=0.4139, total=164.9359
Train[05/10]: 473/512, [==============================================>   ],  92.38%, loss=0.3344, total=165.2702
Train[05/10]: 474/512, [==============================================>   ],  92.58%, loss=0.2379, total=165.5082
Train[05/10]: 475/512, [==============================================>   ],  92.77%, loss=0.3226, total=165.8308
Train[05/10]: 476/512, [==============================================>   ],  92.97%, loss=0.3625, total=166.1933
Train[05/10]: 477/512, [==============================================>   ],  93.16%, loss=0.3267, total=166.5200
Train[05/10]: 478/512, [==============================================>   ],  93.36%, loss=0.2685, total=166.7885
Train[05/10]: 479/512, [==============================================>   ],  93.55%, loss=0.2406, total=167.0292
Train[05/10]: 480/512, [==============================================>   ],  93.75%, loss=0.2803, total=167.3094
Train[05/10]: 481/512, [==============================================>   ],  93.95%, loss=0.3143, total=167.6238
Train[05/10]: 482/512, [===============================================>  ],  94.14%, loss=0.2506, total=167.8743
Train[05/10]: 483/512, [===============================================>  ],  94.34%, loss=0.2875, total=168.1618
Train[05/10]: 484/512, [===============================================>  ],  94.53%, loss=0.2943, total=168.4561
Train[05/10]: 485/512, [===============================================>  ],  94.73%, loss=0.2831, total=168.7392
Train[05/10]: 486/512, [===============================================>  ],  94.92%, loss=0.2800, total=169.0192
Train[05/10]: 487/512, [===============================================>  ],  95.12%, loss=0.3820, total=169.4012
Train[05/10]: 488/512, [===============================================>  ],  95.31%, loss=0.2836, total=169.6848
Train[05/10]: 489/512, [===============================================>  ],  95.51%, loss=0.2760, total=169.9608
Train[05/10]: 490/512, [===============================================>  ],  95.70%, loss=0.3784, total=170.3392
Train[05/10]: 491/512, [===============================================>  ],  95.90%, loss=0.3193, total=170.6585
Train[05/10]: 492/512, [================================================> ],  96.09%, loss=0.2753, total=170.9338
Train[05/10]: 493/512, [================================================> ],  96.29%, loss=0.2749, total=171.2087
Train[05/10]: 494/512, [================================================> ],  96.48%, loss=0.3690, total=171.5776
Train[05/10]: 495/512, [================================================> ],  96.68%, loss=0.2950, total=171.8727
Train[05/10]: 496/512, [================================================> ],  96.88%, loss=0.3145, total=172.1872
Train[05/10]: 497/512, [================================================> ],  97.07%, loss=0.2690, total=172.4562
Train[05/10]: 498/512, [================================================> ],  97.27%, loss=0.3291, total=172.7853
Train[05/10]: 499/512, [================================================> ],  97.46%, loss=0.3102, total=173.0955
Train[05/10]: 500/512, [================================================> ],  97.66%, loss=0.3317, total=173.4273
Train[05/10]: 501/512, [================================================> ],  97.85%, loss=0.2907, total=173.7179
Train[05/10]: 502/512, [=================================================>],  98.05%, loss=0.3657, total=174.0836
Train[05/10]: 503/512, [=================================================>],  98.24%, loss=0.2556, total=174.3392
Train[05/10]: 504/512, [=================================================>],  98.44%, loss=0.3497, total=174.6889
Train[05/10]: 505/512, [=================================================>],  98.63%, loss=0.2795, total=174.9684
Train[05/10]: 506/512, [=================================================>],  98.83%, loss=0.3020, total=175.2704
Train[05/10]: 507/512, [=================================================>],  99.02%, loss=0.3337, total=175.6041
Train[05/10]: 508/512, [=================================================>],  99.22%, loss=0.3152, total=175.9193
Train[05/10]: 509/512, [=================================================>],  99.41%, loss=0.3141, total=176.2334
Train[05/10]: 510/512, [=================================================>],  99.61%, loss=0.3076, total=176.5410
Train[05/10]: 511/512, [=================================================>],  99.80%, loss=0.2449, total=176.7859
Train[05/10]: 512/512, [==================================================], 100.00%, loss=0.2659, total=177.0518
Train[05/10]: 512/512, [==================================================], 100.00%, loss=0.3458

Eva[06/10]: 001/128, [>                                                 ],   0.78%, loss=0.2784, total=0.2784
Eva[06/10]: 002/128, [>                                                 ],   1.56%, loss=0.5560, total=0.8344
Eva[06/10]: 003/128, [=>                                                ],   2.34%, loss=0.3361, total=1.1705
Eva[06/10]: 004/128, [=>                                                ],   3.12%, loss=0.4353, total=1.6057
Eva[06/10]: 005/128, [=>                                                ],   3.91%, loss=0.2921, total=1.8979
Eva[06/10]: 006/128, [==>                                               ],   4.69%, loss=0.3094, total=2.2072
Eva[06/10]: 007/128, [==>                                               ],   5.47%, loss=0.3719, total=2.5791
Eva[06/10]: 008/128, [===>                                              ],   6.25%, loss=0.3626, total=2.9417
