[Arguments] => mode: train, epoches: 20, batch: 8, load: first, save: second
Eva[02/20]: 018/128, [=======>                                          ],  14.06%, loss=0.2692, total=4.7063
Eva[02/20]: 019/128, [=======>                                          ],  14.84%, loss=0.2489, total=4.9553
Eva[02/20]: 020/128, [=======>                                          ],  15.62%, loss=0.2256, total=5.1809
Eva[02/20]: 021/128, [========>                                         ],  16.41%, loss=0.2046, total=5.3855
Eva[02/20]: 022/128, [========>                                         ],  17.19%, loss=0.2203, total=5.6057
Eva[02/20]: 023/128, [========>                                         ],  17.97%, loss=0.2094, total=5.8151
Eva[02/20]: 024/128, [=========>                                        ],  18.75%, loss=0.1757, total=5.9908
Eva[02/20]: 025/128, [=========>                                        ],  19.53%, loss=0.2391, total=6.2299
Eva[02/20]: 026/128, [==========>                                       ],  20.31%, loss=0.7405, total=6.9704
Eva[02/20]: 027/128, [==========>                                       ],  21.09%, loss=0.1964, total=7.1668
Eva[02/20]: 028/128, [==========>                                       ],  21.88%, loss=0.2771, total=7.4439
Eva[02/20]: 029/128, [===========>                                      ],  22.66%, loss=0.2251, total=7.6690
Eva[02/20]: 030/128, [===========>                                      ],  23.44%, loss=0.2684, total=7.9374
Eva[02/20]: 031/128, [============>                                     ],  24.22%, loss=0.2156, total=8.1530
Eva[02/20]: 032/128, [============>                                     ],  25.00%, loss=0.2254, total=8.3784
Eva[02/20]: 033/128, [============>                                     ],  25.78%, loss=0.2279, total=8.6063
Eva[02/20]: 034/128, [=============>                                    ],  26.56%, loss=0.2944, total=8.9006
Eva[02/20]: 035/128, [=============>                                    ],  27.34%, loss=0.2133, total=9.1139
Eva[02/20]: 036/128, [==============>                                   ],  28.12%, loss=0.2538, total=9.3677
Eva[02/20]: 037/128, [==============>                                   ],  28.91%, loss=0.3259, total=9.6936
Eva[02/20]: 038/128, [==============>                                   ],  29.69%, loss=0.2523, total=9.9459
Eva[02/20]: 039/128, [===============>                                  ],  30.47%, loss=0.2269, total=10.1728
Eva[02/20]: 040/128, [===============>                                  ],  31.25%, loss=0.2179, total=10.3907
Eva[02/20]: 041/128, [================>                                 ],  32.03%, loss=0.2372, total=10.6279
Eva[02/20]: 042/128, [================>                                 ],  32.81%, loss=0.3075, total=10.9354
Eva[02/20]: 043/128, [================>                                 ],  33.59%, loss=0.2424, total=11.1778
Eva[02/20]: 044/128, [=================>                                ],  34.38%, loss=0.2921, total=11.4699
Eva[02/20]: 045/128, [=================>                                ],  35.16%, loss=0.2011, total=11.6709
Eva[02/20]: 046/128, [=================>                                ],  35.94%, loss=0.2401, total=11.9110
Eva[02/20]: 047/128, [==================>                               ],  36.72%, loss=0.2875, total=12.1985
Eva[02/20]: 048/128, [==================>                               ],  37.50%, loss=0.2525, total=12.4510
Eva[02/20]: 049/128, [===================>                              ],  38.28%, loss=0.1854, total=12.6363
Eva[02/20]: 050/128, [===================>                              ],  39.06%, loss=0.2083, total=12.8447
Eva[02/20]: 051/128, [===================>                              ],  39.84%, loss=0.2511, total=13.0958
Eva[02/20]: 052/128, [====================>                             ],  40.62%, loss=0.2291, total=13.3248
Eva[02/20]: 053/128, [====================>                             ],  41.41%, loss=0.1975, total=13.5223
Eva[02/20]: 054/128, [=====================>                            ],  42.19%, loss=0.1984, total=13.7207
Eva[02/20]: 055/128, [=====================>                            ],  42.97%, loss=0.2439, total=13.9646
Eva[02/20]: 056/128, [=====================>                            ],  43.75%, loss=0.3020, total=14.2666
Eva[02/20]: 057/128, [======================>                           ],  44.53%, loss=0.2006, total=14.4672
Eva[02/20]: 058/128, [======================>                           ],  45.31%, loss=0.2062, total=14.6734
Eva[02/20]: 059/128, [=======================>                          ],  46.09%, loss=0.2188, total=14.8921
Eva[02/20]: 060/128, [=======================>                          ],  46.88%, loss=0.2058, total=15.0979
Eva[02/20]: 061/128, [=======================>                          ],  47.66%, loss=0.1948, total=15.2927
Eva[02/20]: 062/128, [========================>                         ],  48.44%, loss=0.1767, total=15.4694
Eva[02/20]: 063/128, [========================>                         ],  49.22%, loss=0.2416, total=15.7110
Eva[02/20]: 064/128, [=========================                         ],  50.00%, loss=0.2554, total=15.9664
Eva[02/20]: 065/128, [=========================>                        ],  50.78%, loss=0.2108, total=16.1772
Eva[02/20]: 066/128, [=========================>                        ],  51.56%, loss=0.2549, total=16.4320
Eva[02/20]: 067/128, [==========================>                       ],  52.34%, loss=0.1849, total=16.6169
Eva[02/20]: 068/128, [==========================>                       ],  53.12%, loss=0.3792, total=16.9961
Eva[02/20]: 069/128, [==========================>                       ],  53.91%, loss=0.2220, total=17.2181
Eva[02/20]: 070/128, [===========================>                      ],  54.69%, loss=0.2273, total=17.4454
Eva[02/20]: 071/128, [===========================>                      ],  55.47%, loss=0.2204, total=17.6657
Eva[02/20]: 072/128, [============================>                     ],  56.25%, loss=0.2146, total=17.8804
Eva[02/20]: 073/128, [============================>                     ],  57.03%, loss=0.3487, total=18.2290
Eva[02/20]: 074/128, [============================>                     ],  57.81%, loss=0.2437, total=18.4727
Eva[02/20]: 075/128, [=============================>                    ],  58.59%, loss=0.1792, total=18.6520
Eva[02/20]: 076/128, [=============================>                    ],  59.38%, loss=0.1944, total=18.8464
Eva[02/20]: 077/128, [==============================>                   ],  60.16%, loss=0.1833, total=19.0297
Eva[02/20]: 078/128, [==============================>                   ],  60.94%, loss=0.2179, total=19.2476
Eva[02/20]: 079/128, [==============================>                   ],  61.72%, loss=0.2036, total=19.4512
Eva[02/20]: 080/128, [===============================>                  ],  62.50%, loss=0.3692, total=19.8204
Eva[02/20]: 081/128, [===============================>                  ],  63.28%, loss=0.2052, total=20.0255
Eva[02/20]: 082/128, [================================>                 ],  64.06%, loss=0.2454, total=20.2710
Eva[02/20]: 083/128, [================================>                 ],  64.84%, loss=0.1818, total=20.4528
Eva[02/20]: 084/128, [================================>                 ],  65.62%, loss=0.2162, total=20.6690
Eva[02/20]: 085/128, [=================================>                ],  66.41%, loss=0.1996, total=20.8685
Eva[02/20]: 086/128, [=================================>                ],  67.19%, loss=0.2308, total=21.0994
Eva[02/20]: 087/128, [=================================>                ],  67.97%, loss=0.2142, total=21.3135
Eva[02/20]: 088/128, [==================================>               ],  68.75%, loss=0.2321, total=21.5456
Eva[02/20]: 089/128, [==================================>               ],  69.53%, loss=0.2098, total=21.7554
Eva[02/20]: 090/128, [===================================>              ],  70.31%, loss=0.2328, total=21.9883
Eva[02/20]: 091/128, [===================================>              ],  71.09%, loss=0.2239, total=22.2121
Eva[02/20]: 092/128, [===================================>              ],  71.88%, loss=0.2737, total=22.4859
Eva[02/20]: 093/128, [====================================>             ],  72.66%, loss=0.2061, total=22.6920
Eva[02/20]: 094/128, [====================================>             ],  73.44%, loss=0.2045, total=22.8965
Eva[02/20]: 095/128, [=====================================>            ],  74.22%, loss=0.2848, total=23.1813
Eva[02/20]: 096/128, [=====================================>            ],  75.00%, loss=0.2201, total=23.4015
Eva[02/20]: 097/128, [=====================================>            ],  75.78%, loss=0.2589, total=23.6604
Eva[02/20]: 098/128, [======================================>           ],  76.56%, loss=0.2405, total=23.9008
Eva[02/20]: 099/128, [======================================>           ],  77.34%, loss=0.2331, total=24.1340
Eva[02/20]: 100/128, [=======================================>          ],  78.12%, loss=0.3332, total=24.4672
Eva[02/20]: 101/128, [=======================================>          ],  78.91%, loss=0.2491, total=24.7164
Eva[02/20]: 102/128, [=======================================>          ],  79.69%, loss=0.2408, total=24.9571
Eva[02/20]: 103/128, [========================================>         ],  80.47%, loss=0.2604, total=25.2175
Eva[02/20]: 104/128, [========================================>         ],  81.25%, loss=0.2575, total=25.4751
Eva[02/20]: 105/128, [=========================================>        ],  82.03%, loss=0.3014, total=25.7765
Eva[02/20]: 106/128, [=========================================>        ],  82.81%, loss=0.3015, total=26.0780
Eva[02/20]: 107/128, [=========================================>        ],  83.59%, loss=0.2274, total=26.3054
Eva[02/20]: 108/128, [==========================================>       ],  84.38%, loss=0.2254, total=26.5308
Eva[02/20]: 109/128, [==========================================>       ],  85.16%, loss=0.2518, total=26.7826
Eva[02/20]: 110/128, [==========================================>       ],  85.94%, loss=0.2569, total=27.0395
Eva[02/20]: 111/128, [===========================================>      ],  86.72%, loss=0.2034, total=27.2429
Eva[02/20]: 112/128, [===========================================>      ],  87.50%, loss=0.2065, total=27.4494
Eva[02/20]: 113/128, [============================================>     ],  88.28%, loss=0.1874, total=27.6368
Eva[02/20]: 114/128, [============================================>     ],  89.06%, loss=0.2839, total=27.9207
Eva[02/20]: 115/128, [============================================>     ],  89.84%, loss=0.2715, total=28.1922
Eva[02/20]: 116/128, [=============================================>    ],  90.62%, loss=0.2523, total=28.4444
Eva[02/20]: 117/128, [=============================================>    ],  91.41%, loss=0.2268, total=28.6712
Eva[02/20]: 118/128, [==============================================>   ],  92.19%, loss=0.2198, total=28.8910
Eva[02/20]: 119/128, [==============================================>   ],  92.97%, loss=0.2087, total=29.0996
Eva[02/20]: 120/128, [==============================================>   ],  93.75%, loss=0.2457, total=29.3454
Eva[02/20]: 121/128, [===============================================>  ],  94.53%, loss=0.2268, total=29.5722
Eva[02/20]: 122/128, [===============================================>  ],  95.31%, loss=0.2860, total=29.8582
Eva[02/20]: 123/128, [================================================> ],  96.09%, loss=0.2866, total=30.1448
Eva[02/20]: 124/128, [================================================> ],  96.88%, loss=0.1819, total=30.3266
Eva[02/20]: 125/128, [================================================> ],  97.66%, loss=0.2010, total=30.5276
Eva[02/20]: 126/128, [=================================================>],  98.44%, loss=0.2510, total=30.7787
Eva[02/20]: 127/128, [=================================================>],  99.22%, loss=0.2373, total=31.0160
Eva[02/20]: 128/128, [==================================================], 100.00%, loss=0.3053, total=31.3214
Eva[02/20]: 128/128, [==================================================], 100.00%, loss=0.2447

Train[02/20]: 001/512, [>                                                 ],   0.20%, loss=0.1820, total=0.1820
Train[02/20]: 002/512, [>                                                 ],   0.39%, loss=0.2060, total=0.3880
Train[02/20]: 003/512, [>                                                 ],   0.59%, loss=0.2228, total=0.6108
Train[02/20]: 004/512, [>                                                 ],   0.78%, loss=0.2043, total=0.8151
Train[02/20]: 005/512, [>                                                 ],   0.98%, loss=0.2273, total=1.0424
Train[02/20]: 006/512, [>                                                 ],   1.17%, loss=0.2102, total=1.2526
Train[02/20]: 007/512, [>                                                 ],   1.37%, loss=0.1984, total=1.4511
Train[02/20]: 008/512, [>                                                 ],   1.56%, loss=0.1408, total=1.5918
Train[02/20]: 009/512, [>                                                 ],   1.76%, loss=0.1933, total=1.7851
Train[02/20]: 010/512, [>                                                 ],   1.95%, loss=0.2087, total=1.9938
Train[02/20]: 011/512, [=>                                                ],   2.15%, loss=0.2177, total=2.2115
Train[02/20]: 012/512, [=>                                                ],   2.34%, loss=0.1882, total=2.3997
Train[02/20]: 013/512, [=>                                                ],   2.54%, loss=0.2238, total=2.6235
Train[02/20]: 014/512, [=>                                                ],   2.73%, loss=0.2101, total=2.8336
Train[02/20]: 015/512, [=>                                                ],   2.93%, loss=0.1832, total=3.0168
Train[02/20]: 016/512, [=>                                                ],   3.12%, loss=0.2182, total=3.2350
Train[02/20]: 017/512, [=>                                                ],   3.32%, loss=0.2531, total=3.4881
Train[02/20]: 018/512, [=>                                                ],   3.52%, loss=0.2071, total=3.6951
Train[02/20]: 019/512, [=>                                                ],   3.71%, loss=0.1853, total=3.8804
Train[02/20]: 020/512, [=>                                                ],   3.91%, loss=0.1706, total=4.0510
Train[02/20]: 021/512, [==>                                               ],   4.10%, loss=0.1989, total=4.2499
Train[02/20]: 022/512, [==>                                               ],   4.30%, loss=0.2035, total=4.4534
Train[02/20]: 023/512, [==>                                               ],   4.49%, loss=0.2271, total=4.6805
Train[02/20]: 024/512, [==>                                               ],   4.69%, loss=0.1978, total=4.8783
Train[02/20]: 025/512, [==>                                               ],   4.88%, loss=0.2135, total=5.0918
Train[02/20]: 026/512, [==>                                               ],   5.08%, loss=0.2511, total=5.3429
Train[02/20]: 027/512, [==>                                               ],   5.27%, loss=0.1911, total=5.5340
Train[02/20]: 028/512, [==>                                               ],   5.47%, loss=0.1682, total=5.7022
Train[02/20]: 029/512, [==>                                               ],   5.66%, loss=0.1819, total=5.8840
Train[02/20]: 030/512, [==>                                               ],   5.86%, loss=0.2008, total=6.0849
Train[02/20]: 031/512, [===>                                              ],   6.05%, loss=0.2451, total=6.3300
Train[02/20]: 032/512, [===>                                              ],   6.25%, loss=0.2050, total=6.5350
Train[02/20]: 033/512, [===>                                              ],   6.45%, loss=0.2062, total=6.7412
Train[02/20]: 034/512, [===>                                              ],   6.64%, loss=0.2273, total=6.9685
Train[02/20]: 035/512, [===>                                              ],   6.84%, loss=0.1390, total=7.1075
Train[02/20]: 036/512, [===>                                              ],   7.03%, loss=0.2111, total=7.3185
Train[02/20]: 037/512, [===>                                              ],   7.23%, loss=0.1952, total=7.5137
Train[02/20]: 038/512, [===>                                              ],   7.42%, loss=0.2062, total=7.7199
Train[02/20]: 039/512, [===>                                              ],   7.62%, loss=0.1988, total=7.9187
Train[02/20]: 040/512, [===>                                              ],   7.81%, loss=0.1821, total=8.1007
Train[02/20]: 041/512, [====>                                             ],   8.01%, loss=0.1473, total=8.2480
Train[02/20]: 042/512, [====>                                             ],   8.20%, loss=0.1670, total=8.4151
Train[02/20]: 043/512, [====>                                             ],   8.40%, loss=0.2094, total=8.6245
Train[02/20]: 044/512, [====>                                             ],   8.59%, loss=0.1981, total=8.8226
Train[02/20]: 045/512, [====>                                             ],   8.79%, loss=0.1912, total=9.0138
Train[02/20]: 046/512, [====>                                             ],   8.98%, loss=0.2108, total=9.2245
Train[02/20]: 047/512, [====>                                             ],   9.18%, loss=0.1768, total=9.4013
Train[02/20]: 048/512, [====>                                             ],   9.38%, loss=0.1733, total=9.5746
Train[02/20]: 049/512, [====>                                             ],   9.57%, loss=0.2141, total=9.7887
Train[02/20]: 050/512, [====>                                             ],   9.77%, loss=0.1941, total=9.9828
Train[02/20]: 051/512, [====>                                             ],   9.96%, loss=0.2289, total=10.2117
Train[02/20]: 052/512, [=====>                                            ],  10.16%, loss=0.2001, total=10.4117
Train[02/20]: 053/512, [=====>                                            ],  10.35%, loss=0.2095, total=10.6212
Train[02/20]: 054/512, [=====>                                            ],  10.55%, loss=0.2042, total=10.8254
Train[02/20]: 055/512, [=====>                                            ],  10.74%, loss=0.2310, total=11.0564
Train[02/20]: 056/512, [=====>                                            ],  10.94%, loss=0.2183, total=11.2747
Train[02/20]: 057/512, [=====>                                            ],  11.13%, loss=0.1532, total=11.4279
Train[02/20]: 058/512, [=====>                                            ],  11.33%, loss=0.1821, total=11.6099
Train[02/20]: 059/512, [=====>                                            ],  11.52%, loss=0.1861, total=11.7961
Train[02/20]: 060/512, [=====>                                            ],  11.72%, loss=0.2188, total=12.0148
Train[02/20]: 061/512, [=====>                                            ],  11.91%, loss=0.2022, total=12.2170
Train[02/20]: 062/512, [======>                                           ],  12.11%, loss=0.2028, total=12.4198
Train[02/20]: 063/512, [======>                                           ],  12.30%, loss=0.2037, total=12.6235
Train[02/20]: 064/512, [======>                                           ],  12.50%, loss=0.1923, total=12.8158
Train[02/20]: 065/512, [======>                                           ],  12.70%, loss=0.2160, total=13.0318
Train[02/20]: 066/512, [======>                                           ],  12.89%, loss=0.2094, total=13.2412
Train[02/20]: 067/512, [======>                                           ],  13.09%, loss=0.2122, total=13.4534
Train[02/20]: 068/512, [======>                                           ],  13.28%, loss=0.1986, total=13.6520
Train[02/20]: 069/512, [======>                                           ],  13.48%, loss=0.1894, total=13.8414
Train[02/20]: 070/512, [======>                                           ],  13.67%, loss=0.1839, total=14.0253
Train[02/20]: 071/512, [======>                                           ],  13.87%, loss=0.2016, total=14.2270
Train[02/20]: 072/512, [=======>                                          ],  14.06%, loss=0.1725, total=14.3995
Train[02/20]: 073/512, [=======>                                          ],  14.26%, loss=0.1453, total=14.5448
Train[02/20]: 074/512, [=======>                                          ],  14.45%, loss=0.2083, total=14.7531
Train[02/20]: 075/512, [=======>                                          ],  14.65%, loss=0.2244, total=14.9775
Train[02/20]: 076/512, [=======>                                          ],  14.84%, loss=0.1915, total=15.1690
Train[02/20]: 077/512, [=======>                                          ],  15.04%, loss=0.2274, total=15.3963
Train[02/20]: 078/512, [=======>                                          ],  15.23%, loss=0.1692, total=15.5655
Train[02/20]: 079/512, [=======>                                          ],  15.43%, loss=0.1777, total=15.7432
Train[02/20]: 080/512, [=======>                                          ],  15.62%, loss=0.1907, total=15.9339
Train[02/20]: 081/512, [=======>                                          ],  15.82%, loss=0.2217, total=16.1556
Train[02/20]: 082/512, [========>                                         ],  16.02%, loss=0.2034, total=16.3589
Train[02/20]: 083/512, [========>                                         ],  16.21%, loss=0.1878, total=16.5468
Train[02/20]: 084/512, [========>                                         ],  16.41%, loss=0.1807, total=16.7274
Train[02/20]: 085/512, [========>                                         ],  16.60%, loss=0.1644, total=16.8919
Train[02/20]: 086/512, [========>                                         ],  16.80%, loss=0.1977, total=17.0895
Train[02/20]: 087/512, [========>                                         ],  16.99%, loss=0.1816, total=17.2711
Train[02/20]: 088/512, [========>                                         ],  17.19%, loss=0.2233, total=17.4944
Train[02/20]: 089/512, [========>                                         ],  17.38%, loss=0.1933, total=17.6877
Train[02/20]: 090/512, [========>                                         ],  17.58%, loss=0.2224, total=17.9101
Train[02/20]: 091/512, [========>                                         ],  17.77%, loss=0.1809, total=18.0910
Train[02/20]: 092/512, [========>                                         ],  17.97%, loss=0.1945, total=18.2855
Train[02/20]: 093/512, [=========>                                        ],  18.16%, loss=0.2096, total=18.4951
Train[02/20]: 094/512, [=========>                                        ],  18.36%, loss=0.2371, total=18.7321
Train[02/20]: 095/512, [=========>                                        ],  18.55%, loss=0.1826, total=18.9147
Train[02/20]: 096/512, [=========>                                        ],  18.75%, loss=0.1969, total=19.1116
Train[02/20]: 097/512, [=========>                                        ],  18.95%, loss=0.2167, total=19.3283
Train[02/20]: 098/512, [=========>                                        ],  19.14%, loss=0.1946, total=19.5229
Train[02/20]: 099/512, [=========>                                        ],  19.34%, loss=0.1821, total=19.7050
Train[02/20]: 100/512, [=========>                                        ],  19.53%, loss=0.1772, total=19.8822
Train[02/20]: 101/512, [=========>                                        ],  19.73%, loss=0.1834, total=20.0657
Train[02/20]: 102/512, [=========>                                        ],  19.92%, loss=0.1923, total=20.2579
Train[02/20]: 103/512, [==========>                                       ],  20.12%, loss=0.1899, total=20.4479
Train[02/20]: 104/512, [==========>                                       ],  20.31%, loss=0.1919, total=20.6398
Train[02/20]: 105/512, [==========>                                       ],  20.51%, loss=0.1963, total=20.8360
Train[02/20]: 106/512, [==========>                                       ],  20.70%, loss=0.1719, total=21.0079
Train[02/20]: 107/512, [==========>                                       ],  20.90%, loss=0.1981, total=21.2060
Train[02/20]: 108/512, [==========>                                       ],  21.09%, loss=0.2091, total=21.4151
Train[02/20]: 109/512, [==========>                                       ],  21.29%, loss=0.2127, total=21.6277
Train[02/20]: 110/512, [==========>                                       ],  21.48%, loss=0.2295, total=21.8572
Train[02/20]: 111/512, [==========>                                       ],  21.68%, loss=0.1740, total=22.0312
Train[02/20]: 112/512, [==========>                                       ],  21.88%, loss=0.1600, total=22.1912
Train[02/20]: 113/512, [===========>                                      ],  22.07%, loss=0.1695, total=22.3607
Train[02/20]: 114/512, [===========>                                      ],  22.27%, loss=0.1944, total=22.5551
Train[02/20]: 115/512, [===========>                                      ],  22.46%, loss=0.2005, total=22.7556
Train[02/20]: 116/512, [===========>                                      ],  22.66%, loss=0.1946, total=22.9503
Train[02/20]: 117/512, [===========>                                      ],  22.85%, loss=0.1788, total=23.1290
Train[02/20]: 118/512, [===========>                                      ],  23.05%, loss=0.2166, total=23.3456
Train[02/20]: 119/512, [===========>                                      ],  23.24%, loss=0.2096, total=23.5552
Train[02/20]: 120/512, [===========>                                      ],  23.44%, loss=0.1991, total=23.7543
Train[02/20]: 121/512, [===========>                                      ],  23.63%, loss=0.1901, total=23.9444
Train[02/20]: 122/512, [===========>                                      ],  23.83%, loss=0.1497, total=24.0941
Train[02/20]: 123/512, [============>                                     ],  24.02%, loss=0.2092, total=24.3033
Train[02/20]: 124/512, [============>                                     ],  24.22%, loss=0.1969, total=24.5002
Train[02/20]: 125/512, [============>                                     ],  24.41%, loss=0.2008, total=24.7010
Train[02/20]: 126/512, [============>                                     ],  24.61%, loss=0.1825, total=24.8836
Train[02/20]: 127/512, [============>                                     ],  24.80%, loss=0.1920, total=25.0756
Train[02/20]: 128/512, [============>                                     ],  25.00%, loss=0.1769, total=25.2525
Train[02/20]: 129/512, [============>                                     ],  25.20%, loss=0.2027, total=25.4552
Train[02/20]: 130/512, [============>                                     ],  25.39%, loss=0.2086, total=25.6638
Train[02/20]: 131/512, [============>                                     ],  25.59%, loss=0.1754, total=25.8392
Train[02/20]: 132/512, [============>                                     ],  25.78%, loss=0.2063, total=26.0455
Train[02/20]: 133/512, [============>                                     ],  25.98%, loss=0.2127, total=26.2582
Train[02/20]: 134/512, [=============>                                    ],  26.17%, loss=0.1788, total=26.4370
Train[02/20]: 135/512, [=============>                                    ],  26.37%, loss=0.2037, total=26.6407
Train[02/20]: 136/512, [=============>                                    ],  26.56%, loss=0.1707, total=26.8114
Train[02/20]: 137/512, [=============>                                    ],  26.76%, loss=0.2241, total=27.0355
Train[02/20]: 138/512, [=============>                                    ],  26.95%, loss=0.2334, total=27.2689
Train[02/20]: 139/512, [=============>                                    ],  27.15%, loss=0.2033, total=27.4722
Train[02/20]: 140/512, [=============>                                    ],  27.34%, loss=0.1722, total=27.6445
Train[02/20]: 141/512, [=============>                                    ],  27.54%, loss=0.2291, total=27.8736
Train[02/20]: 142/512, [=============>                                    ],  27.73%, loss=0.2073, total=28.0809
Train[02/20]: 143/512, [=============>                                    ],  27.93%, loss=0.1578, total=28.2388
Train[02/20]: 144/512, [==============>                                   ],  28.12%, loss=0.1902, total=28.4290
Train[02/20]: 145/512, [==============>                                   ],  28.32%, loss=0.1978, total=28.6268
Train[02/20]: 146/512, [==============>                                   ],  28.52%, loss=0.1936, total=28.8204
Train[02/20]: 147/512, [==============>                                   ],  28.71%, loss=0.2162, total=29.0366
Train[02/20]: 148/512, [==============>                                   ],  28.91%, loss=0.1948, total=29.2315
Train[02/20]: 149/512, [==============>                                   ],  29.10%, loss=0.1872, total=29.4187
Train[02/20]: 150/512, [==============>                                   ],  29.30%, loss=0.1799, total=29.5985
Train[02/20]: 151/512, [==============>                                   ],  29.49%, loss=0.2006, total=29.7991
Train[02/20]: 152/512, [==============>                                   ],  29.69%, loss=0.1843, total=29.9834
Train[02/20]: 153/512, [==============>                                   ],  29.88%, loss=0.1592, total=30.1427
Train[02/20]: 154/512, [===============>                                  ],  30.08%, loss=0.1699, total=30.3126
Train[02/20]: 155/512, [===============>                                  ],  30.27%, loss=0.2024, total=30.5150
Train[02/20]: 156/512, [===============>                                  ],  30.47%, loss=0.1544, total=30.6694
Train[02/20]: 157/512, [===============>                                  ],  30.66%, loss=0.1927, total=30.8621
Train[02/20]: 158/512, [===============>                                  ],  30.86%, loss=0.1989, total=31.0611
Train[02/20]: 159/512, [===============>                                  ],  31.05%, loss=0.1785, total=31.2395
Train[02/20]: 160/512, [===============>                                  ],  31.25%, loss=0.1964, total=31.4359
Train[02/20]: 161/512, [===============>                                  ],  31.45%, loss=0.1948, total=31.6307
Train[02/20]: 162/512, [===============>                                  ],  31.64%, loss=0.2033, total=31.8341
Train[02/20]: 163/512, [===============>                                  ],  31.84%, loss=0.2045, total=32.0385
Train[02/20]: 164/512, [================>                                 ],  32.03%, loss=0.1593, total=32.1979
Train[02/20]: 165/512, [================>                                 ],  32.23%, loss=0.1811, total=32.3790
Train[02/20]: 166/512, [================>                                 ],  32.42%, loss=0.1550, total=32.5340
Train[02/20]: 167/512, [================>                                 ],  32.62%, loss=0.2384, total=32.7723
Train[02/20]: 168/512, [================>                                 ],  32.81%, loss=0.1739, total=32.9462
Train[02/20]: 169/512, [================>                                 ],  33.01%, loss=0.1916, total=33.1378
Train[02/20]: 170/512, [================>                                 ],  33.20%, loss=0.1747, total=33.3125
Train[02/20]: 171/512, [================>                                 ],  33.40%, loss=0.1883, total=33.5008
Train[02/20]: 172/512, [================>                                 ],  33.59%, loss=0.1882, total=33.6890
Train[02/20]: 173/512, [================>                                 ],  33.79%, loss=0.2002, total=33.8892
Train[02/20]: 174/512, [================>                                 ],  33.98%, loss=0.1723, total=34.0615
Train[02/20]: 175/512, [=================>                                ],  34.18%, loss=0.1915, total=34.2530
Train[02/20]: 176/512, [=================>                                ],  34.38%, loss=0.1987, total=34.4517
Train[02/20]: 177/512, [=================>                                ],  34.57%, loss=0.1639, total=34.6156
Train[02/20]: 178/512, [=================>                                ],  34.77%, loss=0.1715, total=34.7871
Train[02/20]: 179/512, [=================>                                ],  34.96%, loss=0.1598, total=34.9469
Train[02/20]: 180/512, [=================>                                ],  35.16%, loss=0.2157, total=35.1626
Train[02/20]: 181/512, [=================>                                ],  35.35%, loss=0.1977, total=35.3602
Train[02/20]: 182/512, [=================>                                ],  35.55%, loss=0.1514, total=35.5116
Train[02/20]: 183/512, [=================>                                ],  35.74%, loss=0.1721, total=35.6838
Train[02/20]: 184/512, [=================>                                ],  35.94%, loss=0.1689, total=35.8527
Train[02/20]: 185/512, [==================>                               ],  36.13%, loss=0.1812, total=36.0338
Train[02/20]: 186/512, [==================>                               ],  36.33%, loss=0.1586, total=36.1924
Train[02/20]: 187/512, [==================>                               ],  36.52%, loss=0.1860, total=36.3784
Train[02/20]: 188/512, [==================>                               ],  36.72%, loss=0.1908, total=36.5691
Train[02/20]: 189/512, [==================>                               ],  36.91%, loss=0.1522, total=36.7213
Train[02/20]: 190/512, [==================>                               ],  37.11%, loss=0.1919, total=36.9132
Train[02/20]: 191/512, [==================>                               ],  37.30%, loss=0.2079, total=37.1211
Train[02/20]: 192/512, [==================>                               ],  37.50%, loss=0.1868, total=37.3080
Train[02/20]: 193/512, [==================>                               ],  37.70%, loss=0.2068, total=37.5148
Train[02/20]: 194/512, [==================>                               ],  37.89%, loss=0.2099, total=37.7247
Train[02/20]: 195/512, [===================>                              ],  38.09%, loss=0.1614, total=37.8861
Train[02/20]: 196/512, [===================>                              ],  38.28%, loss=0.1584, total=38.0445
Train[02/20]: 197/512, [===================>                              ],  38.48%, loss=0.2086, total=38.2532
Train[02/20]: 198/512, [===================>                              ],  38.67%, loss=0.1898, total=38.4430
Train[02/20]: 199/512, [===================>                              ],  38.87%, loss=0.1971, total=38.6401
Train[02/20]: 200/512, [===================>                              ],  39.06%, loss=0.2151, total=38.8552
Train[02/20]: 201/512, [===================>                              ],  39.26%, loss=0.1984, total=39.0535
Train[02/20]: 202/512, [===================>                              ],  39.45%, loss=0.2028, total=39.2563
Train[02/20]: 203/512, [===================>                              ],  39.65%, loss=0.1759, total=39.4323
Train[02/20]: 204/512, [===================>                              ],  39.84%, loss=0.1619, total=39.5942
Train[02/20]: 205/512, [====================>                             ],  40.04%, loss=0.1976, total=39.7918
Train[02/20]: 206/512, [====================>                             ],  40.23%, loss=0.1878, total=39.9796
Train[02/20]: 207/512, [====================>                             ],  40.43%, loss=0.1978, total=40.1774
Train[02/20]: 208/512, [====================>                             ],  40.62%, loss=0.1662, total=40.3436
Train[02/20]: 209/512, [====================>                             ],  40.82%, loss=0.1868, total=40.5304
Train[02/20]: 210/512, [====================>                             ],  41.02%, loss=0.1578, total=40.6883
Train[02/20]: 211/512, [====================>                             ],  41.21%, loss=0.1904, total=40.8787
Train[02/20]: 212/512, [====================>                             ],  41.41%, loss=0.1725, total=41.0512
Train[02/20]: 213/512, [====================>                             ],  41.60%, loss=0.1984, total=41.2496
Train[02/20]: 214/512, [====================>                             ],  41.80%, loss=0.1993, total=41.4489
