[Arguments] => mode: train, epoches: 20, batch: 8, load: first, save: second
Train[18/20]: 374/512, [====================================>             ],  73.05%, loss=0.1467, total=56.0918
Train[18/20]: 375/512, [====================================>             ],  73.24%, loss=0.1281, total=56.2199
Train[18/20]: 376/512, [====================================>             ],  73.44%, loss=0.1671, total=56.3870
Train[18/20]: 377/512, [====================================>             ],  73.63%, loss=0.1437, total=56.5308
Train[18/20]: 378/512, [====================================>             ],  73.83%, loss=0.1506, total=56.6814
Train[18/20]: 379/512, [=====================================>            ],  74.02%, loss=0.1499, total=56.8313
Train[18/20]: 380/512, [=====================================>            ],  74.22%, loss=0.1489, total=56.9801
Train[18/20]: 381/512, [=====================================>            ],  74.41%, loss=0.1434, total=57.1235
Train[18/20]: 382/512, [=====================================>            ],  74.61%, loss=0.1637, total=57.2872
Train[18/20]: 383/512, [=====================================>            ],  74.80%, loss=0.1458, total=57.4330
Train[18/20]: 384/512, [=====================================>            ],  75.00%, loss=0.1489, total=57.5819
Train[18/20]: 385/512, [=====================================>            ],  75.20%, loss=0.1288, total=57.7107
Train[18/20]: 386/512, [=====================================>            ],  75.39%, loss=0.1512, total=57.8620
Train[18/20]: 387/512, [=====================================>            ],  75.59%, loss=0.1263, total=57.9882
Train[18/20]: 388/512, [=====================================>            ],  75.78%, loss=0.1459, total=58.1341
Train[18/20]: 389/512, [=====================================>            ],  75.98%, loss=0.1252, total=58.2593
Train[18/20]: 390/512, [======================================>           ],  76.17%, loss=0.1334, total=58.3927
Train[18/20]: 391/512, [======================================>           ],  76.37%, loss=0.1284, total=58.5211
Train[18/20]: 392/512, [======================================>           ],  76.56%, loss=0.1344, total=58.6555
Train[18/20]: 393/512, [======================================>           ],  76.76%, loss=0.1165, total=58.7720
Train[18/20]: 394/512, [======================================>           ],  76.95%, loss=0.1121, total=58.8841
Train[18/20]: 395/512, [======================================>           ],  77.15%, loss=0.1462, total=59.0303
Train[18/20]: 396/512, [======================================>           ],  77.34%, loss=0.1438, total=59.1741
Train[18/20]: 397/512, [======================================>           ],  77.54%, loss=0.1421, total=59.3162
Train[18/20]: 398/512, [======================================>           ],  77.73%, loss=0.1253, total=59.4415
Train[18/20]: 399/512, [======================================>           ],  77.93%, loss=0.1469, total=59.5884
Train[18/20]: 400/512, [=======================================>          ],  78.12%, loss=0.1358, total=59.7242
Train[18/20]: 401/512, [=======================================>          ],  78.32%, loss=0.1154, total=59.8396
Train[18/20]: 402/512, [=======================================>          ],  78.52%, loss=0.1432, total=59.9829
Train[18/20]: 403/512, [=======================================>          ],  78.71%, loss=0.1475, total=60.1304
Train[18/20]: 404/512, [=======================================>          ],  78.91%, loss=0.1481, total=60.2785
Train[18/20]: 405/512, [=======================================>          ],  79.10%, loss=0.1422, total=60.4207
Train[18/20]: 406/512, [=======================================>          ],  79.30%, loss=0.1381, total=60.5588
Train[18/20]: 407/512, [=======================================>          ],  79.49%, loss=0.1335, total=60.6922
Train[18/20]: 408/512, [=======================================>          ],  79.69%, loss=0.1312, total=60.8234
Train[18/20]: 409/512, [=======================================>          ],  79.88%, loss=0.1250, total=60.9484
Train[18/20]: 410/512, [========================================>         ],  80.08%, loss=0.1477, total=61.0961
Train[18/20]: 411/512, [========================================>         ],  80.27%, loss=0.1267, total=61.2228
Train[18/20]: 412/512, [========================================>         ],  80.47%, loss=0.1328, total=61.3556
Train[18/20]: 413/512, [========================================>         ],  80.66%, loss=0.1149, total=61.4705
Train[18/20]: 414/512, [========================================>         ],  80.86%, loss=0.1586, total=61.6291
Train[18/20]: 415/512, [========================================>         ],  81.05%, loss=0.1680, total=61.7971
Train[18/20]: 416/512, [========================================>         ],  81.25%, loss=0.1501, total=61.9472
Train[18/20]: 417/512, [========================================>         ],  81.45%, loss=0.1249, total=62.0721
Train[18/20]: 418/512, [========================================>         ],  81.64%, loss=0.1215, total=62.1936
Train[18/20]: 419/512, [========================================>         ],  81.84%, loss=0.1428, total=62.3364
Train[18/20]: 420/512, [=========================================>        ],  82.03%, loss=0.1427, total=62.4790
Train[18/20]: 421/512, [=========================================>        ],  82.23%, loss=0.1395, total=62.6185
Train[18/20]: 422/512, [=========================================>        ],  82.42%, loss=0.1548, total=62.7733
Train[18/20]: 423/512, [=========================================>        ],  82.62%, loss=0.1409, total=62.9142
Train[18/20]: 424/512, [=========================================>        ],  82.81%, loss=0.1332, total=63.0474
Train[18/20]: 425/512, [=========================================>        ],  83.01%, loss=0.1425, total=63.1899
Train[18/20]: 426/512, [=========================================>        ],  83.20%, loss=0.1231, total=63.3130
Train[18/20]: 427/512, [=========================================>        ],  83.40%, loss=0.1317, total=63.4447
Train[18/20]: 428/512, [=========================================>        ],  83.59%, loss=0.1508, total=63.5955
Train[18/20]: 429/512, [=========================================>        ],  83.79%, loss=0.1504, total=63.7459
Train[18/20]: 430/512, [=========================================>        ],  83.98%, loss=0.1461, total=63.8921
Train[18/20]: 431/512, [==========================================>       ],  84.18%, loss=0.1466, total=64.0387
Train[18/20]: 432/512, [==========================================>       ],  84.38%, loss=0.1677, total=64.2064
Train[18/20]: 433/512, [==========================================>       ],  84.57%, loss=0.1242, total=64.3306
Train[18/20]: 434/512, [==========================================>       ],  84.77%, loss=0.1399, total=64.4706
Train[18/20]: 435/512, [==========================================>       ],  84.96%, loss=0.1290, total=64.5996
Train[18/20]: 436/512, [==========================================>       ],  85.16%, loss=0.1366, total=64.7362
Train[18/20]: 437/512, [==========================================>       ],  85.35%, loss=0.1594, total=64.8956
Train[18/20]: 438/512, [==========================================>       ],  85.55%, loss=0.1434, total=65.0389
Train[18/20]: 439/512, [==========================================>       ],  85.74%, loss=0.1483, total=65.1872
Train[18/20]: 440/512, [==========================================>       ],  85.94%, loss=0.1405, total=65.3277
Train[18/20]: 441/512, [===========================================>      ],  86.13%, loss=0.1434, total=65.4711
Train[18/20]: 442/512, [===========================================>      ],  86.33%, loss=0.1276, total=65.5987
Train[18/20]: 443/512, [===========================================>      ],  86.52%, loss=0.1280, total=65.7268
Train[18/20]: 444/512, [===========================================>      ],  86.72%, loss=0.1576, total=65.8843
Train[18/20]: 445/512, [===========================================>      ],  86.91%, loss=0.1418, total=66.0261
Train[18/20]: 446/512, [===========================================>      ],  87.11%, loss=0.1389, total=66.1650
Train[18/20]: 447/512, [===========================================>      ],  87.30%, loss=0.1681, total=66.3331
Train[18/20]: 448/512, [===========================================>      ],  87.50%, loss=0.1622, total=66.4953
Train[18/20]: 449/512, [===========================================>      ],  87.70%, loss=0.1416, total=66.6369
Train[18/20]: 450/512, [===========================================>      ],  87.89%, loss=0.1599, total=66.7968
Train[18/20]: 451/512, [============================================>     ],  88.09%, loss=0.1492, total=66.9460
Train[18/20]: 452/512, [============================================>     ],  88.28%, loss=0.1479, total=67.0939
Train[18/20]: 453/512, [============================================>     ],  88.48%, loss=0.1318, total=67.2256
Train[18/20]: 454/512, [============================================>     ],  88.67%, loss=0.1517, total=67.3773
Train[18/20]: 455/512, [============================================>     ],  88.87%, loss=0.1542, total=67.5315
Train[18/20]: 456/512, [============================================>     ],  89.06%, loss=0.2084, total=67.7399
Train[18/20]: 457/512, [============================================>     ],  89.26%, loss=0.1730, total=67.9129
Train[18/20]: 458/512, [============================================>     ],  89.45%, loss=0.1530, total=68.0659
Train[18/20]: 459/512, [============================================>     ],  89.65%, loss=0.1629, total=68.2288
Train[18/20]: 460/512, [============================================>     ],  89.84%, loss=0.1462, total=68.3751
Train[18/20]: 461/512, [=============================================>    ],  90.04%, loss=0.1469, total=68.5220
Train[18/20]: 462/512, [=============================================>    ],  90.23%, loss=0.1520, total=68.6740
Train[18/20]: 463/512, [=============================================>    ],  90.43%, loss=0.1513, total=68.8253
Train[18/20]: 464/512, [=============================================>    ],  90.62%, loss=0.1291, total=68.9544
Train[18/20]: 465/512, [=============================================>    ],  90.82%, loss=0.1711, total=69.1255
Train[18/20]: 466/512, [=============================================>    ],  91.02%, loss=0.1638, total=69.2893
Train[18/20]: 467/512, [=============================================>    ],  91.21%, loss=0.1579, total=69.4472
Train[18/20]: 468/512, [=============================================>    ],  91.41%, loss=0.1574, total=69.6046
Train[18/20]: 469/512, [=============================================>    ],  91.60%, loss=0.1688, total=69.7734
Train[18/20]: 470/512, [=============================================>    ],  91.80%, loss=0.1546, total=69.9280
Train[18/20]: 471/512, [=============================================>    ],  91.99%, loss=0.1402, total=70.0681
Train[18/20]: 472/512, [==============================================>   ],  92.19%, loss=0.1653, total=70.2334
Train[18/20]: 473/512, [==============================================>   ],  92.38%, loss=0.1513, total=70.3848
Train[18/20]: 474/512, [==============================================>   ],  92.58%, loss=0.1377, total=70.5225
Train[18/20]: 475/512, [==============================================>   ],  92.77%, loss=0.1699, total=70.6924
Train[18/20]: 476/512, [==============================================>   ],  92.97%, loss=0.1857, total=70.8781
Train[18/20]: 477/512, [==============================================>   ],  93.16%, loss=0.1691, total=71.0472
Train[18/20]: 478/512, [==============================================>   ],  93.36%, loss=0.1670, total=71.2142
Train[18/20]: 479/512, [==============================================>   ],  93.55%, loss=0.1360, total=71.3502
Train[18/20]: 480/512, [==============================================>   ],  93.75%, loss=0.1538, total=71.5040
Train[18/20]: 481/512, [==============================================>   ],  93.95%, loss=0.1287, total=71.6328
Train[18/20]: 482/512, [===============================================>  ],  94.14%, loss=0.1290, total=71.7618
Train[18/20]: 483/512, [===============================================>  ],  94.34%, loss=0.1322, total=71.8940
Train[18/20]: 484/512, [===============================================>  ],  94.53%, loss=0.1383, total=72.0322
Train[18/20]: 485/512, [===============================================>  ],  94.73%, loss=0.1520, total=72.1842
Train[18/20]: 486/512, [===============================================>  ],  94.92%, loss=0.1562, total=72.3404
Train[18/20]: 487/512, [===============================================>  ],  95.12%, loss=0.1744, total=72.5148
Train[18/20]: 488/512, [===============================================>  ],  95.31%, loss=0.1522, total=72.6670
Train[18/20]: 489/512, [===============================================>  ],  95.51%, loss=0.1421, total=72.8091
Train[18/20]: 490/512, [===============================================>  ],  95.70%, loss=0.1635, total=72.9726
Train[18/20]: 491/512, [===============================================>  ],  95.90%, loss=0.1585, total=73.1310
Train[18/20]: 492/512, [================================================> ],  96.09%, loss=0.1367, total=73.2677
Train[18/20]: 493/512, [================================================> ],  96.29%, loss=0.1337, total=73.4014
Train[18/20]: 494/512, [================================================> ],  96.48%, loss=0.1614, total=73.5628
Train[18/20]: 495/512, [================================================> ],  96.68%, loss=0.1399, total=73.7027
Train[18/20]: 496/512, [================================================> ],  96.88%, loss=0.1357, total=73.8384
Train[18/20]: 497/512, [================================================> ],  97.07%, loss=0.1371, total=73.9755
Train[18/20]: 498/512, [================================================> ],  97.27%, loss=0.1607, total=74.1362
Train[18/20]: 499/512, [================================================> ],  97.46%, loss=0.1740, total=74.3102
Train[18/20]: 500/512, [================================================> ],  97.66%, loss=0.1666, total=74.4767
Train[18/20]: 501/512, [================================================> ],  97.85%, loss=0.1330, total=74.6098
Train[18/20]: 502/512, [=================================================>],  98.05%, loss=0.1703, total=74.7801
Train[18/20]: 503/512, [=================================================>],  98.24%, loss=0.1297, total=74.9097
Train[18/20]: 504/512, [=================================================>],  98.44%, loss=0.1394, total=75.0492
Train[18/20]: 505/512, [=================================================>],  98.63%, loss=0.1421, total=75.1912
Train[18/20]: 506/512, [=================================================>],  98.83%, loss=0.1593, total=75.3505
Train[18/20]: 507/512, [=================================================>],  99.02%, loss=0.1456, total=75.4961
Train[18/20]: 508/512, [=================================================>],  99.22%, loss=0.1533, total=75.6494
Train[18/20]: 509/512, [=================================================>],  99.41%, loss=0.1771, total=75.8265
Train[18/20]: 510/512, [=================================================>],  99.61%, loss=0.1564, total=75.9829
Train[18/20]: 511/512, [=================================================>],  99.80%, loss=0.1281, total=76.1110
Train[18/20]: 512/512, [==================================================], 100.00%, loss=0.1555, total=76.2665
Train[18/20]: 512/512, [==================================================], 100.00%, loss=0.1490

Eva[19/20]: 001/128, [>                                                 ],   0.78%, loss=0.1573, total=0.1573
Eva[19/20]: 002/128, [>                                                 ],   1.56%, loss=0.2075, total=0.3648
Eva[19/20]: 003/128, [=>                                                ],   2.34%, loss=0.1687, total=0.5335
Eva[19/20]: 004/128, [=>                                                ],   3.12%, loss=0.3925, total=0.9260
Eva[19/20]: 005/128, [=>                                                ],   3.91%, loss=0.2189, total=1.1449
Eva[19/20]: 006/128, [==>                                               ],   4.69%, loss=0.1705, total=1.3154
Eva[19/20]: 007/128, [==>                                               ],   5.47%, loss=0.2613, total=1.5766
Eva[19/20]: 008/128, [===>                                              ],   6.25%, loss=0.2083, total=1.7849
Eva[19/20]: 009/128, [===>                                              ],   7.03%, loss=0.2078, total=1.9927
Eva[19/20]: 010/128, [===>                                              ],   7.81%, loss=0.1784, total=2.1711
Eva[19/20]: 011/128, [====>                                             ],   8.59%, loss=0.2231, total=2.3942
Eva[19/20]: 012/128, [====>                                             ],   9.38%, loss=0.1529, total=2.5471
Eva[19/20]: 013/128, [=====>                                            ],  10.16%, loss=0.1582, total=2.7053
Eva[19/20]: 014/128, [=====>                                            ],  10.94%, loss=0.1755, total=2.8807
Eva[19/20]: 015/128, [=====>                                            ],  11.72%, loss=0.2014, total=3.0821
Eva[19/20]: 016/128, [======>                                           ],  12.50%, loss=0.1697, total=3.2518
Eva[19/20]: 017/128, [======>                                           ],  13.28%, loss=0.1902, total=3.4420
Eva[19/20]: 018/128, [=======>                                          ],  14.06%, loss=0.2320, total=3.6740
Eva[19/20]: 019/128, [=======>                                          ],  14.84%, loss=0.1886, total=3.8626
Eva[19/20]: 020/128, [=======>                                          ],  15.62%, loss=0.1782, total=4.0408
Eva[19/20]: 021/128, [========>                                         ],  16.41%, loss=0.1617, total=4.2025
Eva[19/20]: 022/128, [========>                                         ],  17.19%, loss=0.1639, total=4.3664
Eva[19/20]: 023/128, [========>                                         ],  17.97%, loss=0.1635, total=4.5300
Eva[19/20]: 024/128, [=========>                                        ],  18.75%, loss=0.1516, total=4.6816
Eva[19/20]: 025/128, [=========>                                        ],  19.53%, loss=0.1949, total=4.8765
Eva[19/20]: 026/128, [==========>                                       ],  20.31%, loss=0.5932, total=5.4698
Eva[19/20]: 027/128, [==========>                                       ],  21.09%, loss=0.1555, total=5.6252
Eva[19/20]: 028/128, [==========>                                       ],  21.88%, loss=0.2410, total=5.8662
Eva[19/20]: 029/128, [===========>                                      ],  22.66%, loss=0.1682, total=6.0345
Eva[19/20]: 030/128, [===========>                                      ],  23.44%, loss=0.1974, total=6.2319
Eva[19/20]: 031/128, [============>                                     ],  24.22%, loss=0.1728, total=6.4047
Eva[19/20]: 032/128, [============>                                     ],  25.00%, loss=0.1941, total=6.5988
Eva[19/20]: 033/128, [============>                                     ],  25.78%, loss=0.1893, total=6.7881
Eva[19/20]: 034/128, [=============>                                    ],  26.56%, loss=0.2322, total=7.0203
Eva[19/20]: 035/128, [=============>                                    ],  27.34%, loss=0.1694, total=7.1897
Eva[19/20]: 036/128, [==============>                                   ],  28.12%, loss=0.2143, total=7.4040
Eva[19/20]: 037/128, [==============>                                   ],  28.91%, loss=0.2790, total=7.6830
Eva[19/20]: 038/128, [==============>                                   ],  29.69%, loss=0.1946, total=7.8777
Eva[19/20]: 039/128, [===============>                                  ],  30.47%, loss=0.1785, total=8.0561
Eva[19/20]: 040/128, [===============>                                  ],  31.25%, loss=0.1693, total=8.2254
Eva[19/20]: 041/128, [================>                                 ],  32.03%, loss=0.1904, total=8.4158
Eva[19/20]: 042/128, [================>                                 ],  32.81%, loss=0.2732, total=8.6890
Eva[19/20]: 043/128, [================>                                 ],  33.59%, loss=0.1765, total=8.8655
Eva[19/20]: 044/128, [=================>                                ],  34.38%, loss=0.2163, total=9.0818
Eva[19/20]: 045/128, [=================>                                ],  35.16%, loss=0.1781, total=9.2599
Eva[19/20]: 046/128, [=================>                                ],  35.94%, loss=0.1709, total=9.4308
Eva[19/20]: 047/128, [==================>                               ],  36.72%, loss=0.2084, total=9.6392
Eva[19/20]: 048/128, [==================>                               ],  37.50%, loss=0.2174, total=9.8567
Eva[19/20]: 049/128, [===================>                              ],  38.28%, loss=0.1491, total=10.0057
Eva[19/20]: 050/128, [===================>                              ],  39.06%, loss=0.1491, total=10.1549
Eva[19/20]: 051/128, [===================>                              ],  39.84%, loss=0.2252, total=10.3800
Eva[19/20]: 052/128, [====================>                             ],  40.62%, loss=0.1589, total=10.5389
Eva[19/20]: 053/128, [====================>                             ],  41.41%, loss=0.1680, total=10.7070
Eva[19/20]: 054/128, [=====================>                            ],  42.19%, loss=0.1453, total=10.8522
Eva[19/20]: 055/128, [=====================>                            ],  42.97%, loss=0.1936, total=11.0459
Eva[19/20]: 056/128, [=====================>                            ],  43.75%, loss=0.2512, total=11.2971
Eva[19/20]: 057/128, [======================>                           ],  44.53%, loss=0.1571, total=11.4542
Eva[19/20]: 058/128, [======================>                           ],  45.31%, loss=0.1554, total=11.6095
Eva[19/20]: 059/128, [=======================>                          ],  46.09%, loss=0.1631, total=11.7726
Eva[19/20]: 060/128, [=======================>                          ],  46.88%, loss=0.1661, total=11.9387
Eva[19/20]: 061/128, [=======================>                          ],  47.66%, loss=0.1459, total=12.0846
Eva[19/20]: 062/128, [========================>                         ],  48.44%, loss=0.1493, total=12.2339
Eva[19/20]: 063/128, [========================>                         ],  49.22%, loss=0.1890, total=12.4229
Eva[19/20]: 064/128, [=========================                         ],  50.00%, loss=0.1804, total=12.6033
Eva[19/20]: 065/128, [=========================>                        ],  50.78%, loss=0.1810, total=12.7843
Eva[19/20]: 066/128, [=========================>                        ],  51.56%, loss=0.1845, total=12.9688
Eva[19/20]: 067/128, [==========================>                       ],  52.34%, loss=0.1474, total=13.1162
Eva[19/20]: 068/128, [==========================>                       ],  53.12%, loss=0.3016, total=13.4178
Eva[19/20]: 069/128, [==========================>                       ],  53.91%, loss=0.1964, total=13.6142
Eva[19/20]: 070/128, [===========================>                      ],  54.69%, loss=0.1703, total=13.7845
Eva[19/20]: 071/128, [===========================>                      ],  55.47%, loss=0.1839, total=13.9684
Eva[19/20]: 072/128, [============================>                     ],  56.25%, loss=0.1679, total=14.1363
Eva[19/20]: 073/128, [============================>                     ],  57.03%, loss=0.2620, total=14.3984
Eva[19/20]: 074/128, [============================>                     ],  57.81%, loss=0.1764, total=14.5747
Eva[19/20]: 075/128, [=============================>                    ],  58.59%, loss=0.1425, total=14.7172
Eva[19/20]: 076/128, [=============================>                    ],  59.38%, loss=0.1484, total=14.8656
Eva[19/20]: 077/128, [==============================>                   ],  60.16%, loss=0.1466, total=15.0122
Eva[19/20]: 078/128, [==============================>                   ],  60.94%, loss=0.1703, total=15.1825
Eva[19/20]: 079/128, [==============================>                   ],  61.72%, loss=0.1613, total=15.3439
Eva[19/20]: 080/128, [===============================>                  ],  62.50%, loss=0.3168, total=15.6607
Eva[19/20]: 081/128, [===============================>                  ],  63.28%, loss=0.1712, total=15.8319
Eva[19/20]: 082/128, [================================>                 ],  64.06%, loss=0.1831, total=16.0150
Eva[19/20]: 083/128, [================================>                 ],  64.84%, loss=0.1361, total=16.1511
Eva[19/20]: 084/128, [================================>                 ],  65.62%, loss=0.1573, total=16.3085
Eva[19/20]: 085/128, [=================================>                ],  66.41%, loss=0.1480, total=16.4564
Eva[19/20]: 086/128, [=================================>                ],  67.19%, loss=0.1786, total=16.6351
Eva[19/20]: 087/128, [=================================>                ],  67.97%, loss=0.2148, total=16.8498
Eva[19/20]: 088/128, [==================================>               ],  68.75%, loss=0.1817, total=17.0315
Eva[19/20]: 089/128, [==================================>               ],  69.53%, loss=0.1567, total=17.1882
Eva[19/20]: 090/128, [===================================>              ],  70.31%, loss=0.1837, total=17.3719
Eva[19/20]: 091/128, [===================================>              ],  71.09%, loss=0.1592, total=17.5310
Eva[19/20]: 092/128, [===================================>              ],  71.88%, loss=0.2108, total=17.7418
Eva[19/20]: 093/128, [====================================>             ],  72.66%, loss=0.1540, total=17.8958
Eva[19/20]: 094/128, [====================================>             ],  73.44%, loss=0.1687, total=18.0645
Eva[19/20]: 095/128, [=====================================>            ],  74.22%, loss=0.2319, total=18.2964
Eva[19/20]: 096/128, [=====================================>            ],  75.00%, loss=0.1610, total=18.4574
Eva[19/20]: 097/128, [=====================================>            ],  75.78%, loss=0.1921, total=18.6495
Eva[19/20]: 098/128, [======================================>           ],  76.56%, loss=0.1795, total=18.8290
Eva[19/20]: 099/128, [======================================>           ],  77.34%, loss=0.1703, total=18.9993
Eva[19/20]: 100/128, [=======================================>          ],  78.12%, loss=0.2646, total=19.2639
Eva[19/20]: 101/128, [=======================================>          ],  78.91%, loss=0.1852, total=19.4491
Eva[19/20]: 102/128, [=======================================>          ],  79.69%, loss=0.2119, total=19.6610
Eva[19/20]: 103/128, [========================================>         ],  80.47%, loss=0.1910, total=19.8520
Eva[19/20]: 104/128, [========================================>         ],  81.25%, loss=0.2271, total=20.0791
Eva[19/20]: 105/128, [=========================================>        ],  82.03%, loss=0.2428, total=20.3219
Eva[19/20]: 106/128, [=========================================>        ],  82.81%, loss=0.2681, total=20.5901
Eva[19/20]: 107/128, [=========================================>        ],  83.59%, loss=0.1832, total=20.7733
Eva[19/20]: 108/128, [==========================================>       ],  84.38%, loss=0.2000, total=20.9733
Eva[19/20]: 109/128, [==========================================>       ],  85.16%, loss=0.1812, total=21.1545
Eva[19/20]: 110/128, [==========================================>       ],  85.94%, loss=0.1956, total=21.3501
Eva[19/20]: 111/128, [===========================================>      ],  86.72%, loss=0.1660, total=21.5161
Eva[19/20]: 112/128, [===========================================>      ],  87.50%, loss=0.1954, total=21.7115
Eva[19/20]: 113/128, [============================================>     ],  88.28%, loss=0.1545, total=21.8660
Eva[19/20]: 114/128, [============================================>     ],  89.06%, loss=0.2041, total=22.0701
Eva[19/20]: 115/128, [============================================>     ],  89.84%, loss=0.2373, total=22.3074
Eva[19/20]: 116/128, [=============================================>    ],  90.62%, loss=0.2353, total=22.5426
Eva[19/20]: 117/128, [=============================================>    ],  91.41%, loss=0.1871, total=22.7297
Eva[19/20]: 118/128, [==============================================>   ],  92.19%, loss=0.1802, total=22.9100
Eva[19/20]: 119/128, [==============================================>   ],  92.97%, loss=0.1641, total=23.0741
Eva[19/20]: 120/128, [==============================================>   ],  93.75%, loss=0.1699, total=23.2439
Eva[19/20]: 121/128, [===============================================>  ],  94.53%, loss=0.1788, total=23.4228
Eva[19/20]: 122/128, [===============================================>  ],  95.31%, loss=0.2323, total=23.6550
Eva[19/20]: 123/128, [================================================> ],  96.09%, loss=0.1985, total=23.8535
Eva[19/20]: 124/128, [================================================> ],  96.88%, loss=0.1519, total=24.0054
Eva[19/20]: 125/128, [================================================> ],  97.66%, loss=0.1713, total=24.1768
Eva[19/20]: 126/128, [=================================================>],  98.44%, loss=0.1901, total=24.3669
Eva[19/20]: 127/128, [=================================================>],  99.22%, loss=0.1728, total=24.5397
Eva[19/20]: 128/128, [==================================================], 100.00%, loss=0.2750, total=24.8147
Eva[19/20]: 128/128, [==================================================], 100.00%, loss=0.1939

Train[19/20]: 001/512, [>                                                 ],   0.20%, loss=0.1329, total=0.1329
Train[19/20]: 002/512, [>                                                 ],   0.39%, loss=0.1587, total=0.2916
Train[19/20]: 003/512, [>                                                 ],   0.59%, loss=0.1694, total=0.4610
Train[19/20]: 004/512, [>                                                 ],   0.78%, loss=0.1580, total=0.6190
Train[19/20]: 005/512, [>                                                 ],   0.98%, loss=0.1554, total=0.7745
Train[19/20]: 006/512, [>                                                 ],   1.17%, loss=0.1485, total=0.9229
Train[19/20]: 007/512, [>                                                 ],   1.37%, loss=0.1551, total=1.0780
Train[19/20]: 008/512, [>                                                 ],   1.56%, loss=0.1110, total=1.1890
Train[19/20]: 009/512, [>                                                 ],   1.76%, loss=0.1525, total=1.3415
Train[19/20]: 010/512, [>                                                 ],   1.95%, loss=0.1671, total=1.5085
Train[19/20]: 011/512, [=>                                                ],   2.15%, loss=0.1643, total=1.6728
Train[19/20]: 012/512, [=>                                                ],   2.34%, loss=0.1324, total=1.8052
Train[19/20]: 013/512, [=>                                                ],   2.54%, loss=0.1428, total=1.9480
Train[19/20]: 014/512, [=>                                                ],   2.73%, loss=0.1624, total=2.1104
Train[19/20]: 015/512, [=>                                                ],   2.93%, loss=0.1486, total=2.2590
Train[19/20]: 016/512, [=>                                                ],   3.12%, loss=0.1613, total=2.4204
Train[19/20]: 017/512, [=>                                                ],   3.32%, loss=0.1767, total=2.5970
Train[19/20]: 018/512, [=>                                                ],   3.52%, loss=0.1522, total=2.7493
Train[19/20]: 019/512, [=>                                                ],   3.71%, loss=0.1354, total=2.8847
Train[19/20]: 020/512, [=>                                                ],   3.91%, loss=0.1292, total=3.0139
Train[19/20]: 021/512, [==>                                               ],   4.10%, loss=0.1520, total=3.1659
Train[19/20]: 022/512, [==>                                               ],   4.30%, loss=0.1542, total=3.3201
Train[19/20]: 023/512, [==>                                               ],   4.49%, loss=0.1754, total=3.4954
Train[19/20]: 024/512, [==>                                               ],   4.69%, loss=0.1432, total=3.6387
Train[19/20]: 025/512, [==>                                               ],   4.88%, loss=0.1592, total=3.7978
Train[19/20]: 026/512, [==>                                               ],   5.08%, loss=0.1625, total=3.9603
Train[19/20]: 027/512, [==>                                               ],   5.27%, loss=0.1466, total=4.1069
Train[19/20]: 028/512, [==>                                               ],   5.47%, loss=0.1240, total=4.2309
Train[19/20]: 029/512, [==>                                               ],   5.66%, loss=0.1463, total=4.3772
Train[19/20]: 030/512, [==>                                               ],   5.86%, loss=0.1565, total=4.5337
Train[19/20]: 031/512, [===>                                              ],   6.05%, loss=0.1726, total=4.7063
Train[19/20]: 032/512, [===>                                              ],   6.25%, loss=0.1400, total=4.8463
Train[19/20]: 033/512, [===>                                              ],   6.45%, loss=0.1201, total=4.9663
Train[19/20]: 034/512, [===>                                              ],   6.64%, loss=0.1509, total=5.1173
Train[19/20]: 035/512, [===>                                              ],   6.84%, loss=0.1016, total=5.2189
Train[19/20]: 036/512, [===>                                              ],   7.03%, loss=0.1517, total=5.3706
Train[19/20]: 037/512, [===>                                              ],   7.23%, loss=0.1291, total=5.4997
Train[19/20]: 038/512, [===>                                              ],   7.42%, loss=0.1507, total=5.6503
Train[19/20]: 039/512, [===>                                              ],   7.62%, loss=0.1333, total=5.7836
Train[19/20]: 040/512, [===>                                              ],   7.81%, loss=0.1298, total=5.9135
Train[19/20]: 041/512, [====>                                             ],   8.01%, loss=0.1061, total=6.0196
Train[19/20]: 042/512, [====>                                             ],   8.20%, loss=0.1205, total=6.1401
Train[19/20]: 043/512, [====>                                             ],   8.40%, loss=0.1488, total=6.2889
Train[19/20]: 044/512, [====>                                             ],   8.59%, loss=0.1382, total=6.4271
Train[19/20]: 045/512, [====>                                             ],   8.79%, loss=0.1400, total=6.5671
Train[19/20]: 046/512, [====>                                             ],   8.98%, loss=0.1393, total=6.7064
Train[19/20]: 047/512, [====>                                             ],   9.18%, loss=0.1381, total=6.8444
Train[19/20]: 048/512, [====>                                             ],   9.38%, loss=0.1240, total=6.9684
Train[19/20]: 049/512, [====>                                             ],   9.57%, loss=0.1545, total=7.1229
Train[19/20]: 050/512, [====>                                             ],   9.77%, loss=0.1293, total=7.2522
Train[19/20]: 051/512, [====>                                             ],   9.96%, loss=0.1476, total=7.3998
Train[19/20]: 052/512, [=====>                                            ],  10.16%, loss=0.1352, total=7.5351
Train[19/20]: 053/512, [=====>                                            ],  10.35%, loss=0.1397, total=7.6748
Train[19/20]: 054/512, [=====>                                            ],  10.55%, loss=0.1409, total=7.8157
Train[19/20]: 055/512, [=====>                                            ],  10.74%, loss=0.1409, total=7.9566
Train[19/20]: 056/512, [=====>                                            ],  10.94%, loss=0.1453, total=8.1020
Train[19/20]: 057/512, [=====>                                            ],  11.13%, loss=0.1102, total=8.2121
Train[19/20]: 058/512, [=====>                                            ],  11.33%, loss=0.1267, total=8.3388
